transformer_id,timestamp,frequency_hz,magnitude_db,phase_deg,winding,label
TX-1,2026-07-08T11:00:00Z,10.0,-17.905304,8.154918,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,10.227859,-18.356907,8.217823,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,10.46091,-18.350449,8.70348,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,10.699271,-18.595796,8.656496,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,10.943064,-19.314638,8.91285,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,11.192412,-19.513068,8.491268,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,11.447441,-19.604337,9.239864,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,11.708281,-19.98604,9.63827,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,11.975065,-20.264783,8.695249,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,12.247928,-20.721655,8.81433,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,12.527008,-20.800162,9.778154,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,12.812447,-21.159842,9.228931,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,13.104391,-21.616208,9.914708,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,13.402986,-21.81086,9.208876,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,13.708385,-22.266936,9.984563,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,14.020743,-22.82539,9.454718,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,14.340219,-23.001965,9.486937,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,14.666974,-23.562264,9.972059,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,15.001174,-23.647221,9.144099,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,15.342989,-24.145477,8.834257,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,15.692593,-24.522214,8.931649,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,16.050163,-24.949696,9.170107,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,16.415881,-25.012925,8.218015,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,16.789931,-25.563052,8.930876,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,17.172505,-25.941678,8.26781,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,17.563796,-26.261013,8.725241,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,17.964004,-26.451585,7.066143,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,18.37333,-26.791643,7.441523,HV,winding_deformation_suspected
TX-1,2026-07-08T11:00:00Z,18.791983,-27.090744,6.78814,HV,winding_deformation_suspected
